STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Gangbanger_WontJoinD,"If you hadn't noticed, I'm kinda locked up.",,"Por si no lo notaste, estoy un poco encerrado.",不知道你有没有注意到，我被关起来了。,Falls du es noch nicht bemerkt hast: Ich bin ziemlich eingesperrt.,"Se você não percebeu, eu estou meio que preso.","T'as p'tet pas remarqué, mais je suis un peu coincé.","Я же заперт, разве не видно?",알아채지 못한 경우 저는 갇히게 됩니다.
Gangbanger_WontJoinE,"Naah, I'm done for now.",,"Naah, ya he terminado por ahora.",不，现在我不干了。,"Nee, ich bin erstmal bedient.","Não, por enquanto estou satisfeito.","Nope, c'est bon pour moi.","Не, хватит с меня.","아니요, 지금은 됐어요."
Gangbanger_CantCome,"I can't come, gotta protect the turf!",,"¡No puedo ir, debo proteger nuestro el territorio!",没空，我还得去看场子呢！,"Ich kann nicht kommen, ich muss das Gebiet schützen!","Não posso ir, preciso proteger a área!","Je peux pas venir, je dois rester défendre !","Не могу, мне нужно охранять территорию!","갈 수 없어요, 잔디를 보호해야 해요!"
Gangbanger_Rescue,"Thanks, I owe you one.",,"Gracias, te debo una.",谢了，我欠你一个人情。,"Danke, ich schulde dir was.","Valeu, te devo uma.","Merci, je t'en dois une.","Спасибо, я твой должник.","고마워요, 당신에게 빚을 졌네요."
GangbangerB_Interact_1,My initiation involved a lot of helping old ladies.  It was a pleasant surprise.,,Mi iniciación implicó ayudar a muchas ancianas. Fue una sorpresa agradable.,我只不过是扶些老太太过马路，那感觉居然相当不错。,"Zur meiner Aufnahme gehörte es, vielen alten Damen zu helfen. Es war eine angenehme Überraschung.",Minha iniciação envolveu um bocado de ajuda a velhinhas. Foi uma grata surpresa.,Mon initiation impliquait d'aider beaucoup de vieilles dames. C'était une agréable surprise.,Во время инициации мне пришлось много помогать разным старушкам. Это стало для меня сюрпризом.,제 입회식에는 나이 많은 도우미 레이디들이 많이 참여했어요. 즐거운 놀라움이었죠.
GangbangerB_Interact_2,Do my pants look saggy?  It's so embarrassing when that happens.,,¿Se ven caídos mis pantalones? Me da tanta vergüenza cuando me pasa eso.,我裤子掉了？感觉好丢人。,Hängt meine Hose runter? Das ist echt immer so peinlich.,Minha calça está amassada? É muito vergonhoso quando isso acontece.,Mon pantalon tombe ? C'est la honte quand ça arrive.,"У меня штаны не провисли? Мне так неудобно, когда это случается.",제 바지가 처진 것 같아요? 이렇게 되면 너무 당황스러워요.
GangbangerB_Interact_3,Want my help 'neutralizing' someone?,,"¿Necesitas ayuda para ""neutralizar"" a alguien?",想要我帮你“弄掉”谁吗？,"Willst du, dass ich dir dabei helfe, jemanden zu ‚neutralisieren‘?","Quer minha ajuda para ""neutralizar"" alguém?",Besoin d'aide pour 'neutraliser' quelqu'un ?,Тебе не нужно никого «нейтрализовать»?,누군가를 '무력화'하는 제 도움을 원하나요?
GangbangerB_Interact_4,What our gang really needs is a secret handshake.,,Lo que realmente necesita nuestra pandilla es un apretón de manos secreto.,我们帮里真正需要的是秘密接头手势。,Unsere Gang braucht wirklich dringend einen geheimen Handschlag.,O que nossa gangue precisa de verdade é de um aperto de mão secreto.,Notre gang a vraiment besoin d'une poignée de main secrète.,Нашей банде нужно придумать секретное рукопожатие.,우리 갱단에 정말 필요한 것은 비밀 악수입니다.
GangbangerB_Interact_5,I wish we were one of those gangs that solved our differences by dancing.,,Ojalá fuésemos una de esas pandillas que resuelven sus diferencias con una competencia de baile.,我希望我们可以像别的帮派那样，通过尬舞解决争端。,"Ich wünschte, wir wären eine dieser Gangs, die ihre Meinungsverschiedenheiten mit Tanzen löst.",Eu queria que fizéssemos parte de uma daquelas gangues que resolveram nossas diferenças dançando.,J'aimerais tellement qu'on soit un de ces gangs qui règlent tous leurs problèmes en dansant.,"Было бы круто, если у нас в банде все решалось танцами.",우리가 춤을 춰서 차이를 해결한 이러한 갱단 중 하나였으면 해요.
GangbangerB_Joined,"Let's roll.. err, foot?",,"Vámonos en... eeh, ¿caminando?",出发吧……呃，走着去？,Lass uns... gehen?,"Vamos nessa... err, a pé?",En voit... allons-y !,Понеслась!.. Да?,"굴러가자.. 어, 가자?"
GangbangerB_LetGo,Pleasure working with ya!,,¡Un placer trabajar contigo!,很高兴曾与你并肩作战！,"Es ist mir ein Vergnügen, mit dir zu arbeiten!",É um prazer trabalhar com você!,Heureux de bosser avec toi !,Рад был поработать вместе!,함께 일하게 되어 반갑습니다!
GangbangerB_LetGoLowHealth,I don't feel so hot.  I can't keep going.,,No me siento demasiado bien. No puedo seguir.,我不太舒服，不能再跟你走了。,Ich fühle mich nicht so gut. Ich kann nicht mehr.,Eu não estou muito legal. Não posso continuar.,Je ne me sens pas top. Je peux pas continuer.,Что-то мне нехорошо. Я дальше не пойду.,별로 핫하지 않은 것 같아요. 계속할 수가 없어요.
GangbangerB_WontAttack,"No way, I'd get killed!",,¡Ni lo sueñe! ¡No quiero morir!,没门，我会送命的！,"Keine Chance, dabei würde ich draufgehen!","Nem pensar, não quero morrer!","Aucune chance, je vais me faire buter !",Ну уж нет. Меня же убьют!,"안 돼, 살해 당할 것 같아!"
GangbangerB_WontJoinA,You?... No.,,¿Tú?... No.,你？……不要。,Du? ... Nein.,Você?... Não.,Toi ?... Non.,Ты?.. Нет.,당신?... 아니요.
GangbangerB_WontJoinB,"Nah, your posse's already too big..",,"No lo creo, tu grupo ya es demasiado grande.",不要，你们那里人太多了……,"Nein, deine Bande ist schon zu groß...","Nã, seu bando já é muito grande...","Nope, ton crew est déjà blindé..","Ну не, у тебя и так слишком большая банда.","안 돼, 자네 무장대는 이미 너무 커.."
GangbangerB_WontJoinC,I'm not in good enough shape to join you..,,No estoy en suficiente buena forma para unirme a ustedes.,我身体不太好，没法跟你干……,"Ich bin nicht gut genug in Form, um mich dir anzuschließen...",Não estou suficientemente em forma para me juntar a vocês...,Je ne suis pas assez en forme pour venir..,"Я не в форме, не могу пойти с тобой...",당신과 합류하기에 전 상태가 좋지 않아요.
GangbangerB_WontJoinD,"If you hadn't noticed, I'm kinda locked up.",,"Por si no lo notaste, estoy un poco encerrado.",不知道你有没有注意到，我被关起来了。,Falls du es noch nicht bemerkt hast: Ich bin ziemlich eingesperrt.,"Se você não percebeu, eu estou meio que preso.","T'as p'tet pas remarqué, mais je suis un peu coincé.","Я же заперт, разве не видно?",알아채지 못한 경우 저는 갇히게 됩니다.
GangbangerB_WontJoinE,"Naah, I'm done for now.",,"Naah, ya he terminado por ahora.",不，现在我不干了。,"Nee, ich bin erstmal bedient.","Não, por enquanto estou satisfeito.","Nope, c'est bon pour moi.","Не, хватит с меня.","아니요, 지금은 됐어요."
GangbangerB_CantCome,"I can't come, gotta protect the turf!",,"¡No puedo ir, debo proteger nuestro el territorio!",没空，我还得去看场子呢！,"Ich kann nicht kommen, ich muss das Gebiet schützen!","Não posso ir, preciso proteger a território!","Je peux pas venir, je dois rester défendre !","Не могу, мне нужно охранять территорию!","갈 수 없어요, 잔디를 보호해야 해요!"
GangbangerB_Rescue,"Thanks, I owe you one.",,"Gracias, te debo una.",谢了，我欠你一个人情。,"Danke, ich schulde dir was.","Valeu, te devo uma.","Merci, je t'en dois une.","Спасибо, я твой должник.","고마워요, 당신에게 빚을 졌네요."
Genie_Appear_1,"*Braaaaap* Sorry.. You want a wish, or what?",,"* Braaaaap * lo siento... ¿Quieres un deseo, o qué?",*啊哈哈*抱歉……你想要个愿望还是啥？,*Braaaaap* Tut mir leid... Möchtest du dir was wünschen oder was?,*Braaaaap* Desculpa... Você quer um desejo ou não?,*Braaaaaap* Désolé.. Tu fais un vœux ou quoi ?,"*Зевает* Прости... Что, желание исполнить?",*브라아아아압* 미안해요.. 소원이나 다른 무엇이 있나요?
Genie_Appear_2,Whaddaya need?,,¿Qué necesitas?,你想要啥？,Was brauchst du?,Do que você precisa?,Tu veux quoi ?,Чего изволите?,뭐가 필요하죠?
Genie_Appear_3,"What the heck, I was taking a bath!.. ok that's a lie.",,"Qué diablos, ¡me estaba duchando!... OK no, no es cierto.",搞什么鬼，人家在洗澡呢！……好吧好吧，开玩笑的。,"Was zum Kuckuck, ich habe gerade ein Bad genommen! ... Okay, das ist gelogen.","Que diabos, eu estava tomando banho!... tudo bem, isso foi uma mentira.","Bon sang, j'étais dans mon bain !.. Ok, c'est pas vrai.","Черт, прямо из душа выдернули!.. Ладно, нет там никакого душа.",도대체 무슨 소리 하는 거죠. 저는 목욕을 하고 있었어요!.. 좋아 그건 거짓말이에요.
Ghost_Interact_1,Boo.  I guess.,,"Buuu, supongo.",嘘，让我猜猜。,Buuh. Schätze ich mal.,Boo. Eu acho.,Bouh. Je crois.,"Бу, что ли...",우우. 추측하건대
Guard_Interact_1,Whatchu want?,,"¿Qué quieres, tío?",你想要点啥？,Was willst du?,O que você quer?,Voulez quoi ?,Че нада?,뭘 원해요?
Guard_FleeBattle_1,I'm out!,,¡Me voy!,放我出去！,Ich bin weg!,Estou fora!,J'me casse !,Я ухожу!,아웃이야!
Guard_FleeBattle_2,Stoooooop!,,¡Detenteeeee!,住手~~,Stooooopp!,Paaaaaaare!,Stoooooop !,Стоп!,머어~~엄춰!
Guard_FleeBattle_3,Not getting paid enough...,,No me pagan lo suficiente...,你给的钱不够……,Ich werde nicht gut genug bezahlt...,Não estão me pagando o suficiente...,Pas assez payé...,Мало платят...,충분히 지불받지 못하고...
Guard_FleeBattle_4,OK you win!,,"Vale, ¡tú ganas!",好吧，你赢了！,"Gut, du hast gewonnen!","Tudo bem, você ganhou!","Ok, vous gagnez !","Ок, твоя взяла!","좋아요, 당신이 이겼어요!"
Guard_FleeBattle_5,Ow ow ow!,,¡Ay ay ay!,哦哦哦！,Au au au!,Ai ai ai!,Ow ow ow !,Ай! Ай! Ой!,아야 아야 아야!
Guard_NoiseReact_1,What the...,,¿Pero qué...,搞什么……,Was zum...,Que...,C'est quoi ce...,Что за...,무슨...
Guard_NoiseReact_2,Who dat?,,¿Quién es?,谁在那边？,Wer ist da?,Quem está aí?,Qui est là ?,Кто там?,누가 대체?
Guard_NoiseReact_3,Hmm?,,¿Mmm?,嗯？,Hmm?,Humm?,Hmm ?,Хм...,흠?
Guard_NoiseReact_4,...The heck?,,...Diablos?,……什么鬼？,... zum Kuckuck?,... diabos?,...Quoi ?,Что за черт?,...도대체?
Guard2_Interact_1,Whatchu want?,,"¿Qué quieres, tío?",你想要点啥？,Was willst du?,O que você quer?,Voulez quoi ?,Че нада?,뭘 원해요?
Guard2_FleeBattle_1,I'm out!,,¡Me voy!,放我出去！,Ich bin weg!,Estou fora!,J'me casse !,Я ухожу!,아웃이야!
Guard2_FleeBattle_2,Stoooooop!,,¡Detenteeeee!,住手~~,Stooooopp!,Paaaaaaare!,Stoooooop !,Стоп!,머어~~엄춰!
Guard2_FleeBattle_3,Not getting paid enough...,,No me pagan lo suficiente...,你给的钱不够……,Ich werde nicht gut genug bezahlt...,Não estão me pagando o suficiente...,Pas assez payé...,Мало платят...,충분히 지불받지 못하고...
Guard2_FleeBattle_4,OK you win!,,"Vale, ¡tú ganas!",好吧，你赢了！,"Gut, du hast gewonnen!","Tudo bem, você ganhou!","Ok, vous gagnez !","Ок, твоя взяла!","좋아요, 당신이 이겼어요!"
Guard2_FleeBattle_5,Ow ow ow!,,¡Ay ay ay!,哦哦哦！,Au au au!,Ai ai ai!,Ow ow ow !,Ай! Ай! Ой!,아야 아야 아야!
Guard2_NoiseReact_1,What the...,,¿Pero qué...,搞什么……,Was zum...,Que...,C'est quoi ce...,Что за...,무슨...
Guard2_NoiseReact_2,Who dat?,,¿Quién es?,谁在那边？,Wer ist da?,Quem está aí?,Qui est là ?,Кто там?,누가 대체?
Guard2_NoiseReact_3,Hmm?,,¿Mmm?,嗯？,Hmm?,Humm?,Hmm ?,Хм...,흠?
Guard2_NoiseReact_4,...The heck?,,...Diablos?,……什么鬼？,... zum Kuckuck?,... diabos?,...Quoi ?,Что за черт?,...도대체?
Hobo_FleeBattle_1,AAAAAAAAA!!!!,,¡¡¡AAAAAAAAAH!!!,啊啊啊啊啊！！！！,AAAAAAAAA!!!!,AAAAAAAAA!!!!,AAAAAAAAA !!!!,А-а-а-а-а!!!,아아아아아아아!!!!
Hobo_FleeBattle_2,That's my cue to leave!,,¡Esa es mi señal de retirarme!,意思就是我要闪了！,Das ist mein Stichwort zum Aufbrechen!,Essa é minha deixa para ir embora!,"Il faut que j'y aille, j'ai piscine !","О, пора сваливать!",그게 떠나라는 저의 신호예요!
Hobo_FleeBattle_3,My butt's not ready to die!,,¡Mi trasero no está listo para morir!,我还不想死！,Mein Hintern will noch nicht sterben!,Meu traseiro ainda não está pronto para morrer!,Je tiens à ma peau !,Моя задница не готова к смерти!,제 엉덩이는 죽을 준비가 되지 않았어요!
Hobo_FleeBattle_4,Stay back!,,¡Quédate atrás!,后退！,Bleib zurück!,Afaste-se!,Dégage !,Назад!,물러나세요!
Hobo_FleeBattle_5,Go away!,,¡Vete!,滚开！,Verschwinde!,Vá embora!,Foutez le camp !,Проваливай!,꺼져!
Hobo_FleeDanger_1,AAAAAAAAA!!!!,,¡¡¡AAAAAAAAAH!!!,啊啊啊啊啊！！！！,AAAAAAAAA!!!!,AAAAAAAAA!!!!,AAAAAAAAA !!!!,А-а-а-а-а!!!,아아아아아아아!!!!
