STRING_ID,English,Translation,Description,Spanish,Chinese,German,Brazilian,French,Russian,Korean
D_CompleteAnyBigQuest,Complete any Big Quest,,,Completa cualquier Gran Misión,完成任意大任务,Führe eine beliebige Große Aufgabe aus,Conclua qualquer Grande Missão,Accomplissez une Grosse quête,Завершить любую основную миссию,빅 퀘스트를 완료했습니다
NonOverpoweredCharacters,Non-Overpowered Characters,,,Personajes no superpoderosos,非超能力角色,Nicht-übersteuerte Spielfiguren,Personagem não derrotado,Personnages non surpuissants,Обычные персонажи,비 오버파워 캐릭터
Extinguish,Extinguish,,,Extinguir,灭火,Auslöschen,Extinguir,Éteindre,Тушить,소멸
Disaster,Disaster,,,Desastre,灾害,Katastrophe,Desastre,Désastre,Катастрофа,재앙
,,,,,,,,,,
NoCops_Chinese,No Patrolling No-Fun Enforcers,,,,没有巡逻就没有乐趣的执行者,,,,,
D_NoCops_Chinese,No-Fun Enforcer classes no longer patrol the streets.,,,,无趣的执法者班级不再在街道上巡逻。,,,,,
D2_Cannibal_BQ_Chinese,Ingest the life force from a certain type of person,,,,从特定类型的人尸体上摄取生命力,,,,,
D_Businessman_BQ_Chinese,Achieve Euphoria by maintaining status effects for as long as possible.,,,,尽量长时间地保持状态效果，获取欣快感。,,,,,
BQC_Cannibal_Chinese,"Ingest bodies faster, gain more health from ingesting, people don't get Annoyed when you ingest",,,,更快进食尸体，从中获取更多生命值，你进食的时候不会打扰别人,,,,,
CannibalsDontAttack_Chinese,Neutral Maniacs,,,,中立疯子,,,,,
D_CannibalsDontAttack_Chinese,Maniacs are no longer initially hostile.,,,,疯子刚开始时不会再抱有敌意。,,,,,
,,,,,,,,,,
ReRollLoadouts,Re-Roll Items,,,Volver a sortear artículos,重选物品,Gegenstände neu generieren,Sortear itens novamente,Re-générer les objets,Перебросить предметы,아이템 다시 롤하기
D_ReRollLoadouts,,,,,,,,,,
SpeedRun2,Speedrun Mode (Standardized),,,Modo speedrun (Estandarizado),速通模式 (标准版),Speedrun-Modus (Standardisiert),Modo Contra o Tempo (Padronizado),Mode Speedrun (Normalisé),Режим быстрого прохождения (Стандартизированный),스피드런 모드 (표준화)
D_SpeedRun2,"Works the same as before, but all traits and items are unlocked, and are all set to be active.  Here's the catch: If you take more than 4 minutes to complete a level, you die.",,,"Funciona igual que antes, pero todos los rasgos y elementos están desbloqueados y están configurados para estar activos. Aquí está el truco: si toma más de 4 minutos para completar un nivel, muere.",和速通模式突变基本一样，但是这个突变里所有的技能和物品都被解锁了，并且都被设置为激活状态。问题是:如果你花了超过4分钟完成一个关卡，你就会死掉。,"Funktioniert wie zuvor, aber alle Eigenschaften und Gegenstände sind freigeschaltet und auf aktiv gesetzt. Hier ist der Haken: Wenn du mehr als 4 Minuten brauchst, um ein Level zu beenden, stirbst du.","Funciona da mesma forma que antes, mas todas as características e itens são desbloqueados e todos estão definidos para estarem ativos. Aqui está o problema: se você levar mais de 4 minutos para completar um nível, você morre.","Fonctionne comme avant, mais tous les traits et objets sont déverrouillés et sont tous configurés pour être actifs. Voici le piège: si vous prenez plus de 4 minutes pour terminer un niveau, vous mourrez.","Работает так же, как и раньше, но все черты и предметы разблокированы, и все они активны. Вот подвох: если вам потребуется больше 4 минут, чтобы пройти уровень, вы умрете.",이전과 동일하게 작동하지만 모든 특성과 아이템이 잠금 해제되어 있으며 모두 활성화되도록 설정되어 있습니다. 다음과 같은 문제가 있습니다. 레벨을 완료하는 데 4 분 이상이 걸리면 죽습니다.
SlowDown,Slower Gameplay,,,Juego más lento,更慢的游戏速度,Langsamer Spielverlauf,Jogabilidade Mais Lenta,Jeu ralentissez,Помедленнее игра,느린 게임 플레이
D_SlowDown,The game plays at 0.8 times the normal speed.,,,"La velocidad de juego es 0,8 veces la normal.",游戏将以正常速度的 0.8倍进行。,"Das Spiel läuft 0,8-mal so schnell wie normal.","A velocidade do jogo é 0,8 vezes mais rápida que o normal.","Le jeu est 0,8 fois plus rapide que d'habitude.","Все в игре происходит в 0,8 раза быстрее.",이 게임은 정상 속도의 0.8배로 플레이됩니다.
HalfHealth,Extra Health for NPCs,,,Salud extra para PNJ,NPC获得额外血量,Zusätzliche Gesundheit für NSCs,Saúde Extra para NPCs,Santé supplémentaire pour les PNJ,Дополнительное здоровье для неиграбельных персонажей,NPC를위한 추가 건강
D_HalfHealth,"NPCs start with some extra health, making the game more challenging.",,,"Los NPC comienzan con algo de salud adicional, lo que hace que el juego sea más desafiante.",NPC获得更多的血量，使游戏更具挑战性。,"NSCs beginnen mit etwas mehr Gesundheit, was das Spiel schwieriger macht.","Os NPCs começam com um pouco de saúde extra, tornando o jogo mais desafiador.","Les PNJ commencent avec un peu de santé supplémentaire, rendant le jeu plus difficile.","Неиграбельные персонажи начинают с дополнительного здоровья, что делает игру более сложной.",NPC는 추가 건강으로 시작하여 게임을 더욱 어렵게 만듭니다.
,,,,,,,,,,
,,,,,,,,,,
Mafia_BQ,Sultan of Shakedowns,,,Sultán de la extorsión,勒索头目,König der Erpresser,Sultão da Extorsão,Sultan du racket,Великий махинатор,강탈의 술탄
D_Mafia_BQ,"Make business owners an offer they can't refuse and ""persuade"" them that they need the mob's protection.",,,Hazles a los propietarios de los negocios una oferta que no podrán rechazar y «convéncelos» de que necesitan la protección de la mafia.,给出让企业主无法拒绝的提议，并“说服”他们需要暴徒的保护。,"Unterbreite Geschäftsinhabern ein Angebot, das sie nicht ablehnen können. ""Überzeuge"" sie, dass sie den Schutz des Mobs brauchen.","Faça uma oferta irrecusável a proprietários de negócios e ""convença-os"" de que eles precisam da proteção da máfia.","Faites une offre aux entrepreneurs qu'ils ne pourront pas refuser et ""persuadez-les"" qu'ils ont besoin de la protection de la mafia.","Сделай владельцам заведений предложение, от которого они не смогут отказаться, «убедив», что им просто необходима защита мафии.","사업주에게 거부할 수 없는 제안을 하고 조직 폭력배의 보호가 필요하다는 사실을 ""설득""합니다."
D2_Mafia_BQ,"Shake down business owners for money.  If you fail a level, you can make it up later.",,,"Extorsiona a los establecimientos a cambio de dinero. Si no lo consigues en un nivel, puedes compensarlo después.",勒索企业主以获取钱财。如果未能通过某个关卡，你可以稍后补过。,"Erpresse Geld von Geschäftsinhabern. Wenn du ein Level nicht schaffst, kannst du es später nachholen.",Ameace proprietários de negócios por dinheiro. Você pode compensar mais tarde se falhar em um nível.,"Rackettez des entrepreneurs. Si vous échouez à un niveau, vous pourrez vous rattrapez plus tard.","Вытряси деньги из владельцев заведений. Если провалишь уровень, можно сделать это позже.",사업주에게 돈을 강탈합니다. 레벨에서 실패하면 나중에 달성 가능합니다.
BQC_Mafia,"More money from shakedowns, increased threat chance",,,"Más dinero de las extorsiones, aumenta las probabilidades de las amenazas",通过勒索获得的金钱更多；威胁几率提高,"Mehr Geld aus Erpressungen, erhöhte Bedrohungschance.","Mais dinheiro por extorsões, chance de ameaça aumentada","Plus d'argent issu du racket, chances accrues de menaces","Больше денег за вымогательства, более эффективные угрозы",강탈로 더 많은 돈을 뺏고 위협 확률이 증가합니다
HireMafiaElection,Bribe a Mobster to influence the mayoral election,,,Soborna a un Mafioso para influir en la elección del alcalde,贿赂匪徒以影响市长选举,"Besteche einen Gangster, um die Bürgermeisterwahl zu beeinflussen.",Suborne um Mafioso para influenciar a eleição para prefeito,Soudoyez un truand pour influencer l'élection municipale,"Подкупи гангстера, чтобы повлиять на результаты выборов",폭력배에게 뇌물을 주어 시장 선거에 영향을 줍니다
RobotPlayer_BQ,Dark Fate,,,Destino sombrío,黑暗命运,Dunkles Schicksal,Destino Sombrio,Destin ténébreux,Беспросветная жизнь,어두운 운명
D_RobotPlayer_BQ,Plunge those human meatbags into darkness by deactivating all their power boxes.,,,Sumerge a esos humanos sacos de carne en la oscuridad desactivando todos los tableros eléctricos.,停用所有电源箱，让那些人类肉弹陷入一片黑暗。,"Stürze diese menschlichen Fleischsäcke in absolute Finsternis, indem du ihre Stromkästen sabotierst.",Mergulhe esses sacos de carne humana na escuridão desativando todos os quadros de força.,Plongez ces misérables humains dans les ténèbres en désactivant tous leurs compteurs électriques.,"Погрузи жалких людишек в полную темноту, отключив все источники энергии.",모든 배전 박스를 비활성화해 인간들을 어둠 속으로 몰아넣습니다.
D2_RobotPlayer_BQ,Deactivate all Power Boxes,,,Desactiva todos los tableros eléctricos.,停用所有电源箱,Sabotiere alle Stromkästen.,Desative todos os Quadros de Força,Désactivez tous les compteurs électriques,Отключи все электрические щитки,모든 배전 박스 비활성화
BQC_RobotPlayer,Power Sap gives you more health and does more damage to other people,,,La descarga de energía te recupera más salud y hace más daño a los demás,电力吸耗可为你提供更多生命值，并对其他人造成更多伤害,E-Saft verleiht dir mehr Gesundheit und fügt anderen mehr Schaden zu.,Seiva de Energia concede mais energia e causa mais dano a outras pessoas,L'Absorption d'énergie vous donne plus de santé et inflige davantage de dégâts aux autres,Кража энергии восстанавливает больше здоровья и наносит больше урона другим людям,동력 흡수로 더 많은 생명력을 얻고 다른 사람들에게 더 많은 피해를 줍니다
Bouncer_BQ,Bodyguarding,,,Guardaespaldas,正担任保镖,Leib-wächtern,Serviço de Guarda-costas,Protection rapprochée,Защитник,경호
D_Bouncer_BQ,Putting yourself in harm's way for another person: Noble.  Putting yourself in harm's way for a marginally talented musician: THE NOBLEST.,,,Si te pones en riesgo para proteger a otro: Noble. Si te pones en riesgo para proteger a un músico de escaso talento: NOBLE COMO UN PERRETE.,舍身为人：高尚。舍身为音乐才子：最高尚。,Sich für eine andere Person in Gefahr zu bringen: nobel. Sich für einen begrenzt talentierten Musiker in Gefahr zu bringen: MEGANOBEL.,Colocar-se em perigo por outra pessoa: nobre. Colocar-se em perigo por um músico marginal talentoso: HERÓICO.,Vous mettre en danger pour protéger quelqu'un : c'est noble. Vous mettre en danger pour un musicien au talent douteux : la noblesse ultime.,Жертвовать собой ради других — поступок героя. Жертвовать собой ради посредственного музыканта — поступок НАСТОЯЩЕГО ГЕРОЯ.,다른 사람을 위해 위험을 감수하는 것은 고귀한 일입니다. 재능이 조금 있는 음악가를 위해 위험을 감수하는 것은 가장 고귀한 일입니다.
D2_Bouncer_BQ,"Make sure the Musician doesn't die.  If you fail a level, you can make it up later.",,,"Asegúrate de que el Músico no muera. Si no lo consigues en un nivel, puedes compensarlo después.",确保音乐家不会死。如果未能通过某个关卡，你可以稍后补过。,"Pass auf, dass der Musiker nicht stirbt. Wenn du ein Level nicht schaffst, kannst du es später nachholen.",Garanta que o músico não morra. Você pode compensar mais tarde se falhar em um nível.,"Assurez-vous que le musicien reste en vie. Si vous échouez à un niveau, vous pourrez vous rattrapez plus tard.","Не дай музыканту умереть. Если провалишь уровень, можно сделать это позже.",음악가가 죽지 않도록 하십시오. 레벨에서 실패하면 나중에 달성 가능합니다.
BQC_Bouncer,"Stomp does less damage to player, damages NPCs and has a bigger radius, Musician doesn't take as much health and calms down more easily after mutiny",,,"El pisotón hacen menos daño al jugador, daña a los PNJ y tiene un radio mayor. El Músico no se lleva tanta salud y se calma más fácilmente tras un motín.",踩踏对玩家造成的伤害更少，可以伤害NPC，效力半径更大；音乐家获得的生命值没那么多，而且在暴动后更容易平静下来,Stampfen fügt dem Spieler weniger Schaden zu. Fügt NSCs Schaden zu und hat einen größeren Radius. Der Musiker bekommt weniger Gesundheit und beruhigt sich nach einer Meuterei schneller.,"Pisar causa menos dano ao jogador, causa dano a PNJs e tem maior alcance. Músico não consome tanta energia e se acalma mais facilmente após motim","Piétinement inflige moins de dégâts au joueur, affecte les PNJ et possède un rayon d'action accru, le musicien n'utilise pas autant de santé et se calme plus facilement après une mutinerie","У топота повышается радиус, он наносит урон персонажам, но меньше вредит игроку. Музыкант забирает меньше здоровья и быстрее успокаивается после бунта","짓밟기가 플레이어에게 더 낮은 피해를 줌, NPC에게 피해를 주고 범위가 증가, 음악가는 많은 생명력을 가져가지 않으며 폭동 이후 쉽게 진정됩니다"
Courier_BQ,Side Hustling,,,Trabajillo extra,搞副业,Nebengeschäfte,Correria,Activité complémentaire,Непыльная работенка,부업
D_Courier_BQ,Deliver packages for people.  Could there be a human head inside?  Or a head of lettuce?  That's not your business!,,,Reparte paquetes por encargo. ¿Podría haber una cabeza humana dentro? ¿O brazo de gitano? ¡Eso no es asunto tuyo!,为人们递送包裹。包裹里会是人头吗？或者生菜头？那都不关你的事！,Liefere Pakete an Leute aus. Ob sich darin ein menschlicher Kopf befindet? Oder ein Kopfsalat? Wen kümmert's!?,Faça entregas para pessoas. Será que tem uma cabeça decepada dentro? Ou será um pé de alface? Não é da sua conta!,"Livrez des colis aux gens. Contiennent-ils une tête humaine ou un cœur de laitue ? Peu importe, ce ne sont pas vos affaires !",Доставляй посылки людям. Что там внутри — человеческая голова или капуста? Тебя это не касается!,사람들을 위해 패키지를 배달하십시오. 사람 머리가 들어있을 수 있나요? 양배추일까요? 그건 당신이 알바 아닙니다!
D2_Courier_BQ,"Deliver a certain number of packages.  If you fail a level, you can make it up later.",,,"Entrega cierto número de paquetes. Si no lo consigues en un nivel, puedes compensarlo después.",递送一定数量的包裹。如果未能通过某个关卡，你可以稍后补过。,"Liefere eine bestimmte Anzahl an Paketen aus. Wenn du ein Level nicht bestehst, kannst du es später nachholen.",Faça um determinado número de entregas. Você pode compensar mais tarde se falhar em um nível.,"Livrez un certain nombre de colis. Si vous échouez à un niveau, vous pourrez vous rattrapez plus tard.","Доставь определенное количество посылок. Если провалишь уровень, можно сделать это позже.",일정 개수의 패키지를 배달하십시오. 레벨에서 실패하면 나중에 달성 가능합니다.
BQC_Courier,"Faster skates, more money and time for deliveries, more deliveries per level, packages don’t break when you take damage",,,"Patines más rápidos, más dinero y tiempo por encargo, más encargos por nivel, los paquetes no se rompen si recibes daño",溜冰鞋的速度更快；递送的报酬和时间更多；每个关卡的递送次数更多；包裹在你承受伤害时不会破损,"Schnellere Rollschuhe, mehr Zeit und Geld für Lieferungen, mehr Lieferungen pro Level, Pakete brechen nicht, wenn du Schaden erleidest.","Patins mais rápidos, mais dinheiro e tempo para entregas, mais entregas por nível, encomendas não quebram ao sofrer dano","Des rollers plus rapides, plus d'argent et de temps pour les livraisons, plus de livraisons par niveau, les colis ne se cassent pas quand vous subissez des dégâts","Ролики едут быстрее, больше времени на доставку, больше чаевых, больше заказов на уровне. Посылки не портятся, если ты получаешь урон","스케이트 속도 증가, 배달 금액과 시간이 증가, 레벨 당 배달 증가, 피해를 받아도 패키지가 파괴되지 않습니다"
Guard_BQ,Guard Duty,,,Deber protector,守卫职责,Wachdienst,Vigia,Service commandé,На страже,경비 임무
D_Guard_BQ,"Protect buildings and their inhabitants from invaders.  In other words, do your job!",,,Protege edificios y a sus habitantes de invasores. Dicho de otro modo: ¡Haz tu trabajo!,保护建筑及其居民免遭入侵者伤害。换句话说，做好本职工作！,"Schütze Gebäude und Bewohner vor Eindringlingen. Mit anderen Worten, mach deinen Job!","Proteja prédios e os moradores deles contra invasores. Em outras palavras, faça o seu trabalho!","Protégez des bâtiments et leurs habitants contre les envahisseurs. En d'autres mots, faites votre boulot !","Охраняй здание и его обитателей от мародеров. Короче говоря, делай свою работу!",침입자로부터 건물과 거주자들을 지킵니다. 다른 말로 하자면 해야 하는 일을 하세요!
D2_Guard_BQ,"Speak to the target, then neutralize all invaders. Bonus cash for each owner kept alive.",,,Habla con el objetivo y luego neutraliza a todos los invasores. Dinero adicional por cada propietario que mantengas con vida.,与目标说话，然后消灭所有入侵者。如果能让所有者活下来，即可按人头获得现金奖励。,"Sprich mit dem Ziel und neutralisiere die Angreifer. Bonuskohle für jeden Besitzer, der am Leben bleibt.","Converse com o alvo, depois neutralize todos os invasores. Bônus em dinheiro para cada morador vivo.",Parlez à la cible puis neutralisez tous les envahisseurs. Recevez un bonus en cash pour chaque propriétaire que vous gardez en vie.,Поговори с целью и устрани всех мародеров. Дополнительные деньги за каждого выжившего владельца.,대상과 대화하고 모든 침입자를 무력화합니다. 살아남은 주인 한 명마다 보너스 현금을 받습니다.
BQC_Guard,"Play as Supergoon, distance at which people can see you is further reduced",,,"Juega como un Supermatón, se reduce distancia a la cual las personas te pueden ver.",扮演超级打手的角色；人们对你的能见距离进一步缩短,"Spiele als Superschläger. Die Entfernung, auf die dich Leute erkennen können, wird weiter verringert","Jogue como Supercapanga, a distância de visão das pessoas fica reduzida","Jouez en tant que Supergarde, la distance à laquelle les gens vous voient est réduite","При игре за суперголовореза снижено расстояние, на котором тебя замечают другие люди",사람들이 당신을 볼 수 있는 거리가 줄어드는 슈퍼 깡패로 플레이합니다
Alien_BQ,Homeward Bound,,,Destinado a volver a casa,启程返航,Heimkehrer,Preso ao Lar,Retour au bercail,Тоска по дому,귀환의 의무
D_Alien_BQ,Raid vending machines to collect the parts you need to build a makeshift rocket ship and get off this planet!,,,¡Saquea las máquinas expendedoras para reunir las piezas que necesitas y fabricarte un cohete casero para salir de este planeta!,突袭自动售货机，收集所需的部件，建造一艘临时的火箭飞船，并离开这个星球！,"Überfalle Verkaufsautomaten und sammle Teile, die du brauchst, um ein provisorisches Raketenschiff zu bauen und diesen Planeten zu verlassen!",Ataque máquinas de vendas para coletar as peças necessárias para construir um foguete improvisado e sair deste planeta!,Pillez des distributeurs automatiques pour récupérer les fragments nécessaires pour construire une fusée et quittez cette maudite planète !,"Опустошай торговые автоматы, построй космический корабль из подручных средств и свали наконец с этой планеты!",자판기를 습격해 임시변통으로 로켓선 제작에 필요한 부품을 수집하고 이 행성을 떠나십시오!
D2_Alien_BQ,Collect Ship Parts from vending machines of all varieties,,,Reúne piezas de la nave de las máquinas expendedoras de cualquier tipo,从各种自动售货机中收集飞船部件,Sammele Schiffsteile an verschiedenen Automaten.,Colete Peças de Foguete de máquinas de vendas de todos os tipos,Récupérez des fragments de vaisseau à partir de distributeurs de toutes sortes,Собери всевозможные запчасти корабля с торговых автоматов,자판기에서 비행선 제작에 필요한 모든 부품을 수집하십시오
BQC_Alien,"Bigger Mind Control blast radius, people under Mind Control do more and take less damage, and can walk through some walls",,,"Mayor radio de Control mental, la gente bajo el Control mental hace más daño, recibe menos, y puede atravesar algunas paredes.",精神控制爆炸半径更大；受到精神控制的人可造成更多伤害，承受更少伤害，并穿过一些墙壁,"Größerer Explosionsradius bei Gedankenkontrolle, Menschen unter Gedankenkontrolle verursachen mehr Schaden, erleiden weniger und können durch einige Wände gehen.","Maior raio de explosão de Controle da Mente. Pessoas sob Controle da Mente causam mais e sofrem menos dano, além de poderem atravessar algumas paredes","Le rayon d'action de Contrôle mental est accru, les individus sous Contrôle mental infligent plus de dégâts et en subissent moins, ils peuvent également traverser des murs","Повышается радиус контроля разума, зомбированные наносят больше и получают меньше урона, а также могут проходить сквозь некоторые стены","정신 지배 폭발 범위 증가, 정신 지배에 걸린 사람들은 더 큰 피해를 주고 받는 피해 감소, 벽을 통해 이동할 수 있습니다"
Demolitionist_BQ,Rubble Rouser,,,Demoledores sin fronteras,瓦砾制造者,Zertrümmerer,Incitador de Escombros,Roi des gravas,Ходячий кошмар,잔해 각성자
D_Demolitionist_BQ,"Creating is tougher than destroying, and destroying is way more instantly gratifying, so destroy everything you can!",,,"Es más difícil crear que destruir. Aún así, destruir es más gratificante, ¡así que abajo con todo!",创造比摧毁更难，而且摧毁能带来更强烈的瞬间满足感，因此请摧毁你能摧毁的一切！,"Erschaffen ist anstrengender als Zerstören, aber vom Zerstören hat man sofort was. Also zerstöre, was du kannst!","Criar é mais difícil do que destruir, e a satisfação por destruir é bem mais rápida, então destrua tudo que puder!","Créer est plus difficile que détruire et détruire apporte un sentiment de satisfaction immédiate, alors détruisez tout ce que vous pouvez !","Разрушать не только легче, чем создавать, но еще и куда веселее. Вперед — круши все, что можешь!",창조는 파괴보다 어렵습니다. 그러나 파괴는 즉각적인 만족감을 주니 가능한 모든 것들을 파괴하세요!
D2_Demolitionist_BQ,Destroy a certain number of non-border walls,,,Destruye cierto número de muros no fronterizos,摧毁一定数量的非边界墙,"Zerstöre eine bestimmte Anzahl an Mauern, die nicht am Rand stehen.",Destrua um determinado número de paredes não fronteiriças,Détruisez un certain nombre de murs non-frontaliers,Уничтожь определенное количество стен,경계가 아닌 벽을 일정 수 파괴하십시오
BQC_Demolitionist,"Lower cost and bigger explosions from Remote Bombs that destroy all types of walls, NPCs don’t notice you dropping Remote Bombs",,,Las Bombas por control remoto cuestan menos y explotan más fuerte. Destruyen todo tipo de paredes y los PNJ no te ven cuando las colocas,远程炸弹可摧毁各类墙壁，成本更低，爆炸威力更强；NPC不会注意到你投下远程炸弹,"Niedrigere Kosten und größere Explosionen durch Fernzündbomben, die alle möglichen Wände zerstören. NSCs bemerken nicht, dass du Bomben zündest.",Custo reduzido e explosões maiores de Bombas Remotas que destroem todos os tipos de paredes. PNJs não percebem você posicionando Bombas Remotas,Coûts réduits et explosions plus importantes des bombes télécommandées qui détruisent tout type de mur ; les personnages non jouables (PNJ) ne remarquent pas que vous posez des bombes,"Ниже цена, мощнее взрыв от дистанционных бомб, уничтожающих все типы стен. Персонажи не замечают, как ты устанавливаешь бомбы",모든 벽을 파괴하는 원격 폭탄의 비용이 낮아지고 폭발이 커집니다. NPC가 원격 폭탄 설치를 눈치채지 못합니다
MechPilot_BQ,Brute Force Progress,,,Progreso de fuerza bruta,蛮力推进,Jetzt hilft nur Gewalt,Progresso de Força Bruta,Force brute,Час расплаты,폭력 진행
D_MechPilot_BQ,"Mutilate every unlawful creep in the city, even the ones the Law doesn't actually care about.  Oh, and they're armed.  And hostile.",,,"Mutila a cada asqueroso delincuente de esta ciudad, incluso a aquellos a los que la policía ignora. Por cierto, ahora van armados. Y son hostiles.",摧毁城市里的所有不法分子，甚至是法律根本不在意的那些小喽啰。哦，他们持有武器，而且充满敌意。,"Verstümmele die fiesen Gesetzesbrecher dieser Stadt. Auch die, um die sich das Gesetz nicht schert. Oh, und sie sind bewaffnet. Und feindselig.","Mutile todos os esquisitões criminosos na cidade, até mesmo aqueles que a Lei não considera. Ah, e eles estão armados. E são hostis.","Mutilez tous les tordus et criminels de la ville, même ceux dont la loi se fiche. Ah, juste un détail : ils sont armés. Et hostiles.","Выбей дурь из всех отбросов этого города, даже тех, кто плевать хотел на закон. Если что — они вооружены. И не особо приветливы.","도시의 모든 불법 거주자들과 법이 신경쓰지 않는 자들도 처치하십시오. 오, 그들은 무장했습니다. 그리고 적대적입니다."
D2_MechPilot_BQ,Neutralize every unlawful citizen,,,Neutraliza a todos los delincuentes,消灭每一位不法市民,"Neutralisiere jeden Bürger, der das Gesetz bricht",Neutralize todos os cidadãos criminosos,Neutralisez tous les criminels,Устрани всех незаконопослушных граждан,모든 불법 시민을 무력화하십시오
BQC_MechPilot,"Laser Cannon is more powerful and charges faster, oil restores more health",,,"El Cañón láser es más poderoso y recarga más rápido, el combustible recupera más salud",激光炮的威力更强，装弹速度更快；燃油可以恢复更多生命值,"Die Laserkanone ist leistungsstärker und lädt sich schneller auf, Öl erneuert mehr Gesundheit.",O Canhão a Laser é mais poderoso e carrega mais rápido. Óleo restaura mais energia.,"Le canon laser est plus puissant et se recharge plus rapidement, l'essence régénère plus de santé","Усиленная лазерная пушка с ускоренной перезарядкой, бензин восстанавливает больше здоровья",레이저 캐논이 더 강력해지고 빨리 충전됩니다. 기름이 체력을 더 많이 회복하고
BQC_MechFilled,"Laser Cannon is more powerful and charges faster, oil restores more health",,,"El Cañón láser es más poderoso y recarga más rápido, el combustible recupera más salud",激光炮的威力更强，装弹速度更快；燃油可以恢复更多生命值,"Die Laserkanone ist leistungsstärker und lädt sich schneller auf, Öl erneuert mehr Gesundheit.",O Canhão a Laser é mais poderoso e carrega mais rápido. Óleo restaura mais energia.,"Le canon laser est plus puissant et se recharge plus rapidement, l'essence régénère plus de santé","Усиленная лазерная пушка с ускоренной перезарядкой, бензин восстанавливает больше здоровья",레이저 캐논이 더 강력해지고 빨리 충전됩니다. 기름이 체력을 더 많이 회복하고
testunlock,xx,,,,,,,,,
