STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Pistol,Standard shooty weapon thing.  You know the drill.,,"Cosa estándar que dispara. En fin, lo de siempre.",标准射击武器。你知道规矩。,"Ein ganz normales Schusswaffendingsda. Du weißt ja, wie's läuft.",Um troço de atirar padrão. Você sabe o que fazer.,"Arme à feu standard, avec des munitions standard et une utilisation standard. Vous connaissez la suite.","Обычная стреляющая штука. Ты знаешь, что с ней делать.",표준 슈팅 무기 같은 거요. 알잖아요.
RocketLauncher,Blow holes in just about anything-- yourself included if you're not careful.,,"Revienta agujeros en prácticamente cualquier cosa, incluido tú mismo si no tienes cuidado.",能在任何东西上开个大洞。你要是不够小心，那自己也难逃一炮。,"Schießt Löcher in so gut wie alles -- auch in dich, wenn du nicht aufpasst.","Abra buracos em praticamente tudo-- até em você mesmo, se não tomar cuidado.","Fabrique des trous dans à peu près tout. Vous compris, si vous ne faites pas attention.","Может проделать дырку в чем угодно — и в тебе тоже, если не будешь соблюдать правила безопасности.",다 파괴하세요--조심하지 않으면 당신도 위험해요.
Shotgun,"Slow, but packs a decidedly tremendous wallop.",,"Lento, pero con una potencia de empuje tremebunda.",速度慢，但冲击力不容小觑。,"Langsam, hat aber einen äußerst harten Schlag.","Lento, mas com uma tremenda potência de impulso.","C'est lent, mais ça nettoie.","Не быстро, зато чертовски мощно.","천천히, 하지만 무시무시한 일격을 가하세요."
SniperRifle,,,,,,,,,
WaterPistol,Who says water pistols are just for water?  Combine this with anything that causes Status Effects.  Good times.,,¿Quién dice que las pistolas de agua son solo para agua? Combínalo con cualquier cosa que cause Efectos de Estado y a divertirse.,谁说水枪只能打水仗？把它和能造成状态效果的其他物品组合使用。祝你玩得愉快。,"Wer sagt, dass Wasserpistolen nur für Wasser sind? Kombiniere diese mit irgendetwas, das Statuseffekte hervorruft. Gute Zeiten.",Quem disse que pistolas de água são apenas para água? Combine ela com qualquer coisa que cause Efeitos de Status. Bons tempos.,Qui a dit que les pistolets à eau n'utilisaient que de l'eau ? Combinez ça avec des trucs qui causent des états particuliers. Qu'est-ce qu'on s'amuse.,"Кто сказал, что водяные пистолеты для детей? Подмешай сюда что-нибудь, что вызывает разные эффекты, и развлекайся по полной.",누가 물총에 물만 쓴다고 하죠? 상태 효과를 일으키는 모든 것과 이를 결합하세요. 좋은 시간 보내세요.
Axe,Use this to 'axe' people the question 'do you want to die?',,"Úsala para ""cortar por lo sano"" de las personas que te estorben.",拿着它去问问别人“你想死吗”？,Damit kannst du Leuten ‚fraxen‘: ‚Willst du sterben?‘,"Use ele para perguntas de forma sutil ""você quer morrer?""",Hachement bien pour soigner cette épidémie de gueule de bois qui semble toucher une partie de la population.,Этот топор отлично подходит для опроса на тему «Не хотите ли вы умереть?».,이것을 사용하여 '죽고 싶니?'라고 묻는 사람들에게 본때를 보여주세요.
BaseballBat,"Beat the crap out of jerks, or play the least exciting sport in the world.  The choice is yours!",,"Ablanda el cráneo a los indeseables, o juega al deporte menos emocionante del mundo. ¡Tú decides!",是狠狠教训下这些混蛋，还是去玩世界上最没劲的运动。你自己决定吧！,Verprügele die Idioten oder spiele die langweiligste Sportart der Welt. Du hast die Wahl!,"Dê uma surra em idiotas, ou pratique o esporte mais sem graça do mundo. A escolha é sua!",Casser des dents ? Ou pratiquer le sport le plus ennuyeux au monde ? À vous de voir !,Можно хорошенько отмутузить какого-нибудь придурка... или сыграть в самую скучную игру в мире. Решать тебе.,"그 자식을 두들겨 패주거나, 세상에서 가장 재미없는 스포츠를 하세요. 결정하세요!"
Blowtorch,,,,,,,,,
Chainsaw,"Only use this on trees, ok?  That's what it's meant for.  Definitely don't use it on humans, are we clear?",,"Solo debes usar esto para cortar árboles, ¿entendido? Para eso se hizo. Hagas lo que hagas, no la uses contra humanos, ¿está claro?",只锯树好不好？它就是这个用途。千万别拿来锯人，知道不？,"Benutze die nur für Bäume, okay? Dafür ist sie gedacht. Benutze sie auf keinen Fall für Menschen, hast du das verstanden?","Só use isso em árvores, ok? É pra isso que ela serve. Definitivamente não use em humanos, entendeu?","N'utilisez ça que sur les arbres, ok ? Ça sert à ça, pas à découper des membres, d'accord ?","Только для деревьев. Ок? Только. Ни в коем случае не использовать для расчленения людей, ясно?","이것은 나무에서만 사용하세요, 알겠죠? 그러한 용도니까요. 사람에게 사용해선 안 돼요, 아셨죠?"
Fist,,,,,,,,,
Knife,"Intended to help create delicious meals that bring people joy, but you won't be doing any of that, will you?",,Su propósito es ayudarte a cocinar deliciosas comidas que alegrarán el corazón de tus comensales... pero sabemos bien que no lo usarás para eso.,这把刀子本意是帮人们烹饪美食，带来欢乐，但你绝不会这样用它，对不对？,"Soll dabei helfen, köstliche Mahlzeiten zuzubereiten, die Leuten Freude bringen. Aber das machst du nicht oder?","Feita para ajudar na criação de deliciosas refeições que trazem alegria às pessoas, mas você não fará nada disso, fará?","Prévu pour cuisiner de délicieux plats qui donneront le sourire, mais ce n'est pas votre genre, n'est-ce pas ?","Предназначен для приготовления изумительных блюд, несущих радость и удовлетворение. Но ты вряд ли будешь заниматься чем-то подобным, а?","사람들에게 즐거움을 주는 맛있는 식사를 만들기 위한 것이지만, 아무것도 안 할 거죠, 그쵸?"
KnockerMelee,,,,,,,,,
PoliceBaton,Keep the peace by bashing people's skulls in.,,Revienta cráneos para hacer respetar la ley y el orden.,击打别人的脑袋，维持治安。,"Bewahre den Frieden, indem du den Leuten die Schädel einschlägst.",Mantém a paz esmagando o crânio das pessoas.,Gardez la paix en cassant des tibias.,"Проломи сотню-другую голов, что настал мир во всем мире.",사람들의 두개골을 강타하여 평화를 유지하세요.
Sledgehammer,Powerful enough to destroy things that other weapons can't.,,Tiene la potencia necesaria para destruir cosas que otras armas no pueden.,异常强大，能粉碎别的武器无能无力的东西。,"Stark genug, um Dinge zu zerstören, die andere Waffen nicht kleinkriegen.",Tem força o suficiente para destruir coisas que as outras armas não conseguem.,Assez puissante pour détruire ce que les autres armes égratignent.,"Может разрушить то, что другим инструментам просто не под силу.",다른 무기보다 파괴력이 강합니다.
Sword,A favorite of cosplayers and nerds.  Also kills things.,,La favorita de los nerds y cosplayers. También sirve para matar cosas.,角色扮演演员和书呆子的最爱，亦能夺人性命。,Ein Liebling der Cosplayer und Nerds. Tötet auch Dinge.,A favorita dos cosplayers e nerds. Também mata.,Un outil de choix pour les cosplayers et les nerds. Peut aussi servir à tuer.,Любимый атрибут косплееров и нердов. Ну и людей можно убивать.,코스프레와 멍청한 짓거리. 죽이기도 하죠.
FlamingSword,,,,,,,,,
DartPoison,,,,,,,,,
Grenade,"When in doubt, blow it up.",,"Ante la duda, más vale hacerlo detonar.",犹豫不决时，扔出去就好。,Im Zweifelsfall sprengen.,Quando estiver com dúvida. Exploda ela.,"En cas de doute, faites tout péter.",В любой непонятной ситуации — взрывай.,의심스러울 때는 날려버리세요.
GrenadeEMP,Shuts down electronics of all varieties.,,Desactiva equipos electrónicos de todo tipo.,能让各种电子产品无法正常工作。,Schaltet Elektronik aller Arten aus.,Desligue todo tipo de eletrônicos.,Bousille tous genres d'électronique.,Отрубают всю электронику.,모든 종류의 전자 제품을 종료합니다.
GrenadeKnocker,,,,,,,,,
GrenadeDizzy,"Named for the popular European egg-based video game hero.  Coincidentally, also causes dizziness.",,Su nombre está basado en el popular héroe de un videojuego europeo basado en huevos. Casualmente también genera mareos.,其名称灵感来自于欧洲一款以鸡蛋为主题的游戏中的英雄。巧合的是，它也能导致头晕。,Benannt nach dem Helden des beliebten europäischen Videospielhelden mit Eiern. Ruft zufällig auch Schwindelgefühle hervor.,"Recebeu esse nome em homenagem ao herói de video game europeu baseado em um ovo. Coincidentemente, também deixa a pessoa atordoada.",Rien ne vaut un petit vertige pour calmer des ardeurs.,"Названа в честь героя популярной европейской аркады с яйцами. Как ни странно, ошеломляет.",인기 있는 유럽의 달걀 기반 비디오 게임 영웅의 이름을 땄습니다. 우연히도 현기증을 일으켜요.
LandMine,Play a silly prank on people by placing this in their path.,,Pon esto en el camino de alguien a quien le quieras gastar una sana bromilla.,放在路上，把过路的人吓一“跳”。,"Spiel den Leuten einen dummen Streich, indem du ihnen die hier in den Weg legst.",Pregue uma pequena peça nas pessoas colocando isso no caminho delas.,Cachez-en quelques unes pour faire de bonnes blagues.,Отличная подходит для розыгрыша: просто положите ее у кого-нибудь на пути.,길목에 이것을 놓아서 사람들을 놀려주세요.
